batch_id,medicine_name,quantity_produced,production_date,expiry_date,unit_cost,units_sold,sale_date,waste_type,units_wasted,reason
047e1113-9436-4e89-a93b-3e7b8f5939ff,Marcus Swaniawski,6038,2024-12-27T02:30:05.676Z,2024-04-12T12:59:34.333Z,669.194354707459,3963,2024-10-01T08:16:10.871Z,Evelyn Hand,9198,Otis Luettgen
b261aa76-6d4f-480d-b85a-05f77b82f00e,Randy Klocko,9080,2024-12-20T06:30:14.796Z,2024-05-24T08:46:02.297Z,570.0963280179444,3044,2025-03-11T06:25:22.923Z,Preston Walker,8481,Kerry Olson
22afb570-0696-44e5-ad71-269e458b144d,Calvin Satterfield,8370,2024-06-17T13:54:46.770Z,2024-12-15T16:49:47.809Z,540.5561724117655,7244,2024-09-17T05:16:11.262Z,Johnnie Jones,2506,Reginald Anderson
edfcd881-db78-4dbb-958a-0111a72f49fb,Dr. Melvin Mohr,8779,2025-03-22T09:31:54.121Z,2024-09-06T06:19:57.578Z,660.2049973397935,7756,2024-10-07T10:51:39.032Z,Lucille DuBuque,4850,Roland Waelchi
eb712257-7ebd-4699-920b-00039b8da4d8,Shelia Powlowski,2226,2024-11-04T01:26:56.366Z,2024-08-17T16:58:25.372Z,688.1350834458415,6950,2025-03-24T07:03:08.887Z,Terrance Feil-Hyatt MD,3538,Cedric Kunde
438ae377-69be-4fe4-bc72-37ea23a50ec9,Bruce Lynch IV,9850,2025-03-11T22:44:19.188Z,2025-03-16T14:28:42.216Z,570.8592908078409,3959,2025-02-23T11:28:31.287Z,Winston Hermiston III,2485,Erika Mayer
888b8b1a-77ef-4025-a6de-6bd1b8532649,Annette Bogan,8104,2024-11-26T06:13:40.988Z,2025-02-09T04:58:05.661Z,606.9107482264843,3732,2024-04-18T17:33:38.685Z,Dora Bartell,4085,Wade Friesen
c3c96685-325e-4915-820d-c70dd9618adf,Mr. Eduardo Kemmer,3943,2024-09-13T03:41:29.447Z,2025-01-20T18:39:06.921Z,877.7233696993906,8662,2025-02-20T11:09:47.762Z,Sylvia Prohaska,7492,Cody Thompson
3243d900-3861-4d2f-a64c-9e79793d9e3c,Marcella Goodwin,4959,2024-05-08T05:39:18.159Z,2024-10-09T05:34:50.206Z,763.9709772706753,5402,2024-10-28T18:07:58.162Z,Ronald Kuvalis,8519,Molly Barton
08bf44cc-c761-42a9-b419-4164ee3a90ff,Tiffany Hickle,5006,2024-04-28T02:00:39.361Z,2024-12-08T18:15:03.190Z,456.1770156149054,6465,2024-11-12T19:07:12.008Z,Cassandra Von,9133,Mrs. Carmen Reichel
02b8efe9-f80f-401b-a886-c4de43a4594b,Mrs. Marcia Crona,1908,2024-09-03T05:56:42.027Z,2024-04-25T11:08:34.632Z,350.0195619944506,9157,2025-01-07T00:14:11.328Z,Shawn Hayes,2096,David Frami
e656c2eb-89ff-4f47-a4e4-c8d7f28d3ef9,Lee Kuhlman,2341,2024-12-11T14:08:14.583Z,2025-01-26T20:09:39.424Z,905.7413615328679,6406,2024-12-12T21:46:08.300Z,Kirk Ortiz,9920,Carl Mitchell-Torphy
e3ffe166-fbc5-484e-88c3-68fbf62780ab,Sara Keebler,3215,2024-07-10T20:07:52.981Z,2024-09-06T02:52:48.907Z,179.35247693564742,4157,2025-03-16T14:43:46.737Z,Mr. Marco Koelpin,5828,Dwayne Pacocha
0ee37e3d-5505-4fb6-ab9c-5b915887670d,Eula Ward,7093,2024-07-21T05:52:13.425Z,2024-12-02T19:34:36.331Z,299.5801267924998,9418,2024-07-09T10:31:38.697Z,Pamela Kling-Emard,2723,Elsie Cruickshank
5c73d0ac-44d6-4a9a-addd-b068f4d19c6a,Tyler Schimmel,534,2025-03-26T16:23:10.908Z,2024-08-06T15:07:11.128Z,204.0331274873414,1740,2024-11-01T02:04:27.307Z,Jeffery Connelly,6614,Ruben Harber
9669a8fa-7751-4460-ba85-37885bdbd7f5,Jimmie Huel,5235,2024-11-21T03:56:20.919Z,2024-11-11T05:58:06.332Z,155.96053693010936,1896,2024-08-29T05:08:15.202Z,Luis Morissette,443,Clarence Greenfelder
48e60b7e-e75e-455d-b681-cfb2f847ff73,Everett Okuneva,2873,2024-08-26T11:58:54.500Z,2024-08-05T23:40:25.909Z,102.14531071272214,3081,2024-06-23T10:14:47.445Z,Eric Kuphal DVM,1988,Blake Donnelly
02d05715-5030-4da0-a6cd-61183ad8cc7a,Madeline Kautzer,6227,2024-10-21T22:21:03.272Z,2024-05-30T18:23:09.835Z,780.5684515292501,2948,2024-05-13T09:06:53.767Z,Irene Johnson,7351,Miss Judith Buckridge V
c7b4e1fd-4a72-4063-8c74-5495e58e2f12,Tom Homenick,9098,2024-04-27T05:38:52.811Z,2024-06-20T10:04:46.196Z,266.81643848053415,476,2025-02-20T19:51:42.147Z,Pamela Schinner,6682,Terence Ziemann
b5020992-b35d-48c6-a679-86cc9decd245,Lora Fay,5953,2024-04-25T13:52:22.675Z,2024-06-13T04:42:58.612Z,584.907399087618,9426,2025-01-24T04:09:05.060Z,Vivian Vandervort,9924,Marlene Lebsack
930792d6-8352-4e3a-990c-f2b26b4f37c2,Shirley Weimann,4499,2025-03-22T05:10:38.842Z,2024-05-16T12:00:19.030Z,862.6862428244063,6642,2024-10-09T02:16:25.215Z,Esther Homenick,4670,Donna Cruickshank
86e2b7a2-616f-4209-ab4e-b9cc6e9c36d2,Mr. Ted Kertzmann,1575,2024-11-30T12:13:14.015Z,2025-02-21T10:42:19.971Z,78.2850605321792,4617,2024-12-11T13:34:21.575Z,Arturo White,7999,Tanya Hayes
c7a7507b-f906-4ac0-8e02-046e61c56a8e,Guadalupe Metz V,4480,2025-01-11T14:48:05.894Z,2024-04-17T18:18:23.585Z,177.5594185821805,6573,2024-09-10T02:03:49.459Z,Marvin Goldner-Schowalter,4798,Melanie Tromp
2ccc48bc-cb35-4a1c-a0f7-a33e45421cf9,Adam Hansen,6179,2024-04-11T11:31:40.582Z,2024-10-03T01:06:35.553Z,734.9276491172216,4071,2025-01-14T14:50:57.862Z,Cory Bogisich,5147,Emanuel Bins
1155c703-e32c-48cb-97bd-65008a162c77,Nellie Schinner,2478,2024-10-16T04:25:48.208Z,2025-01-29T12:11:26.039Z,940.6642535413592,2036,2025-03-17T19:27:40.260Z,Kay Pouros,1997,Kellie Osinski IV
3cbce49f-0706-4ce6-a0f1-457ef15c31ef,Shelly Conn,3117,2025-02-08T07:23:47.539Z,2024-05-10T15:56:27.139Z,248.74452862410573,637,2024-05-20T16:11:05.421Z,Kelly Howe-Hansen,8793,Katie Balistreri
db42ed7c-1dd9-433d-8cb1-37727c22fa90,Dr. Sally Jast,3269,2024-09-02T00:08:35.560Z,2024-09-18T21:38:15.417Z,931.8347078995499,3739,2025-02-17T19:43:29.223Z,Veronica Lehner,193,Allan Rutherford
7e1ef991-2b18-422f-80e5-ae323090cef9,Mr. Marcus Walker III,5819,2024-08-21T16:57:32.090Z,2024-08-11T00:12:09.723Z,246.4100622490607,7644,2024-07-05T18:36:28.759Z,Catherine Heaney,4425,Kelvin Doyle
0478914b-02fa-451b-be41-41b3aa42ef1a,Dana Lubowitz II,4030,2024-09-27T07:53:27.199Z,2024-05-21T09:47:30.224Z,840.4883854184742,3987,2024-04-15T08:48:56.347Z,Al Harber DDS,4640,Irvin Johns
53b10af0-5f34-4510-8f69-67762890e019,Timmy Lowe IV,5757,2025-01-18T02:15:29.164Z,2024-07-16T07:41:32.119Z,307.2375071281684,27,2024-06-23T21:15:34.796Z,Agnes Dickinson,593,Paula Gutkowski
2c0dcdbe-ce21-4aea-b503-d8085f3d887a,Julian Satterfield,7372,2024-06-11T21:31:37.438Z,2024-08-08T12:59:42.914Z,894.4550461989315,7362,2025-03-31T00:43:00.355Z,Ms. Krystal Kreiger,4388,Warren Bahringer
8975baeb-7f3c-4732-92c0-6b596560f612,Jacquelyn Shields,9317,2024-07-17T10:44:43.309Z,2024-09-05T09:00:13.464Z,216.93570718439528,6827,2024-11-12T04:02:09.273Z,Alfonso Wiza Jr.,2763,Mrs. Tricia Raynor
e547384c-0953-49ff-9c3e-262ba924a553,Mrs. Barbara Dare,3208,2024-07-09T02:51:40.368Z,2024-12-22T01:19:44.404Z,149.12638513113836,7675,2024-04-27T18:14:13.446Z,Aubrey Wilderman-Nitzsche,9339,Ms. Deborah Johnson
fb774dbb-9a24-4758-acba-1d8d164da0e8,Rebecca Mraz,8561,2024-10-28T03:10:31.394Z,2024-08-17T22:39:38.258Z,620.0439855805016,4005,2024-05-02T15:18:51.560Z,Kristina Beahan,5304,Kendra Haag
a771b765-6ef7-4bc0-8649-d48100495ae2,Lillie Conroy,4117,2024-09-22T11:17:32.478Z,2024-10-29T14:32:39.977Z,774.7343336659135,8399,2024-12-06T17:17:36.046Z,Melvin Armstrong,1605,Percy Funk
6a916363-276a-4f48-b561-750b6ba00e43,Marlene Pfeffer,6527,2024-06-21T15:58:40.774Z,2024-09-07T01:40:21.202Z,124.87536987581524,9807,2025-02-04T20:59:35.746Z,Miss Rosemary Batz,2773,Dr. Victor Kling
38abe8ea-e65d-4f29-a6f9-1d6c27262bd1,Kathryn Greenholt,480,2024-09-23T02:16:25.704Z,2024-11-02T15:27:53.396Z,38.844353224502406,5556,2024-10-02T08:48:40.149Z,Sue Carter,1193,Cassandra Hoppe
ac5040a3-7525-49e6-80a5-f23eaa68fc44,Horace Bogisich,863,2025-01-22T00:07:49.471Z,2024-05-24T20:00:13.748Z,444.60353449338584,6999,2024-05-31T02:00:57.760Z,Miss Bobbie Bailey,922,Mrs. Kelley Hegmann
e1cad990-89cd-413f-86b2-69b2934139fa,Randy Altenwerth,9419,2024-04-13T02:43:13.089Z,2024-06-04T23:14:00.394Z,442.9494108492229,6579,2024-05-25T08:54:25.828Z,Gladys Wiegand,9540,Gertrude Steuber
ee6fdf5d-e23f-421e-955a-ba3805b1ef79,Louis Hilpert,9210,2024-05-18T04:45:46.635Z,2024-05-23T17:33:22.796Z,100.0258054081048,2230,2024-07-02T00:48:31.333Z,Jodi Borer-Dietrich,8042,Ellen Collins
7681dfc2-4e45-427e-9773-50eac80d6ab1,Darlene Rowe II,837,2024-11-11T01:20:07.349Z,2024-07-29T05:37:23.933Z,382.48769827574256,3802,2024-04-11T09:38:35.423Z,Miguel Nader,2989,Josh Cartwright V
b21a23e4-616d-4a23-b862-bd97f72507a3,Dr. Constance Purdy,729,2024-05-24T03:00:33.718Z,2024-08-12T03:13:02.336Z,7.628128042812459,4396,2024-12-21T18:44:49.488Z,Gina Welch DDS,2656,Shawn Marks
ac80dc65-5adc-4c3b-8f61-8fcf1bee992e,Jennifer Becker MD,1008,2024-12-31T16:59:03.335Z,2025-02-16T12:11:33.755Z,173.45509519529296,9333,2025-01-16T03:01:53.471Z,Jenny Hodkiewicz,159,Bradley Stokes DVM
bc036f12-a01d-4471-8739-55581cdac5ee,Monique Waelchi,3097,2024-12-23T16:44:20.654Z,2024-08-10T14:45:36.564Z,570.9078250343166,4711,2024-11-08T11:27:57.231Z,Thomas Beier DVM,7938,Benjamin Greenfelder III
813b6b19-06f9-4b99-9e8f-7cba621d8250,Lorraine Frami,8367,2025-01-17T01:29:01.703Z,2024-08-23T10:05:08.072Z,385.3215180579061,5278,2024-09-17T06:57:21.943Z,Chris Lindgren,2132,Bernice Dietrich
8581cdb5-0747-4fc1-90f2-5f9fe4588204,Zachary Stoltenberg,6913,2024-10-07T19:54:54.313Z,2024-09-03T03:13:17.703Z,28.437513790170197,6007,2024-05-19T22:42:55.281Z,Dorothy Rosenbaum,5068,Rudy Franecki
b2f7e1f0-8846-4bcb-b7b2-1c57d02ccf67,Beulah Jerde-Howell,7445,2024-10-09T04:35:16.209Z,2024-05-17T00:43:27.728Z,325.0616799737327,4245,2025-01-02T07:51:30.864Z,Mr. Gerald Bruen,8314,Lauren Torp-Luettgen
9dc42473-d218-42b6-a08d-8c3c666bd810,Kathryn Durgan,8062,2024-06-20T09:10:40.076Z,2025-03-12T23:53:16.243Z,879.1897757471329,1897,2025-01-20T16:53:02.091Z,Luz Spinka MD,1339,Vanessa Olson PhD
b1d420f1-e451-4f9e-a8ce-9350a06db9f8,Fred Orn,1684,2024-05-24T23:10:12.113Z,2024-09-12T02:24:53.498Z,140.8791647590464,2016,2024-11-07T22:30:38.208Z,Garrett Jakubowski,2505,Doug Satterfield
5babeba8-1d71-42d2-90af-fc26c2c347db,Mr. Ralph Fritsch,2094,2024-07-08T19:52:26.405Z,2025-01-15T23:37:07.493Z,77.17017494969537,1411,2024-12-30T06:20:14.496Z,Cindy Durgan,6236,Preston Toy-Koelpin
ed23ffe8-30fc-4872-be0d-9eaca18af7a4,Sylvester Reichel,752,2024-11-26T05:47:55.374Z,2024-11-09T17:32:28.363Z,549.9949908725102,2548,2024-04-23T16:13:52.319Z,Juanita Franey,8023,Mack Kerluke
26ada754-d505-4fd3-9959-0b58279beaca,Florence Reilly,3462,2024-12-28T10:42:00.617Z,2025-02-01T18:51:10.348Z,656.5002895304374,9053,2025-03-07T07:11:14.768Z,Ms. Terry Mitchell,821,Bradford Gibson
43010ac0-1eeb-4cb2-a958-832cbc3630c5,Debbie Mitchell,5061,2025-01-26T14:54:49.969Z,2024-07-04T08:32:39.095Z,950.2633649840881,6819,2024-06-16T10:19:08.793Z,Shawna Muller,4075,Lucille Runte
f993c037-5e82-472c-b4ce-521b81d4b412,Roberto Hickle,1067,2024-06-09T20:06:40.320Z,2024-07-23T16:00:04.070Z,801.5802721836698,8114,2024-08-12T14:57:33.525Z,Donnie Schroeder,5924,Cindy Quigley IV
c87a92c2-5a28-42c2-a4d0-1340139a7285,Doris Rippin,2980,2024-11-06T17:03:40.254Z,2024-10-31T09:18:18.518Z,632.5100147473905,4635,2024-11-27T18:58:01.598Z,James Blick,7010,Michelle Erdman
19da9129-b91a-454d-a9ae-68af01232167,Forrest Becker,141,2024-11-25T03:47:06.109Z,2024-05-04T07:52:38.433Z,863.0845224330644,2416,2024-10-20T03:24:18.363Z,Hattie Conroy,7864,Brad Schmeler
853f6207-6979-409d-8204-4d9f8464b320,Sandra Kilback V,9982,2024-11-02T21:35:19.858Z,2025-03-13T04:22:00.912Z,761.3876244113734,4259,2024-08-11T22:31:10.733Z,Gregory VonRueden,5422,Alfonso Hudson V
51a43492-b586-4f3b-a1bb-bd3930a017f4,Amanda Waters,7166,2024-12-24T06:56:07.094Z,2024-09-16T03:52:02.119Z,949.8542078693654,2552,2024-07-15T14:38:08.482Z,Christy Hyatt,8260,Violet Sawayn III
44948237-fae0-4c63-914a-4b8bfaa4f289,Mona Reynolds III,3679,2024-09-01T15:10:49.244Z,2024-07-26T22:47:10.808Z,486.01846712629776,402,2025-01-13T11:05:19.925Z,Jane Heidenreich,8726,Lonnie Thompson
56d24573-0913-4117-9a7c-316654bb032e,Owen Moen,1096,2024-04-23T02:40:41.443Z,2024-11-28T19:35:03.996Z,449.1860665182769,7605,2024-10-27T10:39:48.944Z,Felix Schuppe,4504,Della Brown
322a33db-b1fb-4c60-ac1f-6095fe49e0bb,Leroy Feeney,1384,2025-01-31T04:01:03.777Z,2024-09-15T02:53:47.508Z,399.2880214101239,5635,2025-02-21T05:24:02.984Z,Robert Vandervort,3716,Brandon Collins
7371ec3a-91d7-4368-bae4-fee318ff189d,Priscilla Kuhn,1163,2024-06-19T11:35:42.372Z,2024-08-25T03:29:11.415Z,730.2870369049255,8074,2024-07-08T21:11:17.387Z,Jay Murray,3027,Martin Stehr
0e389bcd-1e9c-4008-8135-f25262fe1b87,Rex Sipes,3814,2024-07-10T23:45:50.435Z,2024-10-18T09:51:45.037Z,863.1679636775469,2086,2024-09-04T07:25:38.746Z,Allison Schmeler,8493,Mr. Tracy Cremin
1102d610-8106-44ce-bd71-09cc9452bfbf,Jessica Tremblay,3220,2024-05-28T16:05:02.778Z,2024-11-03T00:03:01.081Z,370.77124333930436,6370,2024-10-02T15:44:44.563Z,Hector Pagac,4557,Dr. Cassandra Armstrong
f3015941-17b2-4aaa-ae93-fa10c7668402,Theodore Keebler,3959,2025-01-27T02:13:32.971Z,2024-09-24T10:28:43.607Z,79.60820266092196,1381,2025-02-28T17:52:36.174Z,Jill Parker,2450,Darla Kemmer
80cd200c-2fb3-4b90-80ed-3363f83806ad,Tiffany Maggio,4185,2025-03-01T21:30:53.192Z,2025-01-11T10:03:52.133Z,349.121986487268,2553,2024-09-18T21:47:01.570Z,Kay Cremin,2623,Casey O'Hara
5bf03c6a-b216-4e78-8530-fe99000cd665,Lynette Cartwright II,3126,2024-08-11T13:02:46.917Z,2024-08-12T21:07:35.855Z,384.2057314298418,276,2024-04-29T17:37:23.388Z,Marie Kris,517,Jon Paucek-Daugherty
0fbc5133-b4c7-4ebb-ba8e-1a2dab832a2b,Stacey Muller,2717,2024-10-08T18:31:25.493Z,2024-09-23T08:27:32.218Z,250.54842466999543,9861,2025-01-26T03:08:33.528Z,Minnie O'Hara,7571,Donald Little II
d56ad10c-27fa-43dd-b418-8453fc2bb9e9,Tanya Paucek,1526,2024-05-02T00:38:27.580Z,2024-12-24T18:09:19.159Z,109.07428719816963,4201,2025-03-31T03:49:14.228Z,Jay O'Hara,6651,Louise Marquardt
acc82593-ead9-4391-a44a-118a7960e7b0,Roberta Yundt,5366,2024-04-20T22:01:55.197Z,2024-06-08T04:31:43.442Z,854.4298646161868,8141,2024-06-23T04:38:37.327Z,Scott Kihn,7854,Jessie Bergnaum
ee367551-b6e9-4fa0-821d-ab00557c0996,Sabrina Bradtke,2194,2024-12-15T11:15:40.130Z,2024-09-29T05:32:34.107Z,116.96277874035994,5093,2024-05-01T06:04:47.386Z,Dr. Darryl Metz,7359,Dr. Ann Effertz
a0379db2-404f-4038-9f02-7028e7384f61,Mr. Wendell Gottlieb,5648,2024-09-05T13:00:39.676Z,2025-02-06T01:27:42.156Z,779.87349602764,2887,2024-10-24T16:08:47.102Z,Roberta Thompson,8498,Maggie Thompson
c69fb79d-f9f2-4a19-9ca2-c2d06df63537,Jeannie Kessler,2454,2024-10-20T15:58:43.847Z,2025-01-11T01:02:15.851Z,326.9144981380715,93,2024-07-07T22:13:09.510Z,Dustin Christiansen MD,7170,Andre McDermott-Yundt
6044ba6f-29ab-4216-9f7e-79a6dc729e0e,Cornelius Emmerich,8068,2024-11-29T06:20:53.116Z,2024-08-19T05:15:19.847Z,216.12000598713288,1623,2024-04-22T11:57:54.456Z,Brendan McCullough,9709,Mr. Danny Rau
f9069ba5-3a1f-4e90-9e7b-a40ba9db34d1,Sophie Brakus,240,2024-09-09T17:36:04.555Z,2024-07-29T23:25:27.075Z,137.14570591234136,587,2024-05-28T11:01:35.431Z,Carolyn Wisozk Jr.,5565,Ivan Wisozk
3dab1665-7869-4e7e-8dd9-41802750843e,Jessie Gislason,9042,2024-09-18T04:38:10.220Z,2024-07-23T13:03:53.159Z,555.4256491628289,5462,2024-06-16T04:57:30.141Z,Dr. Emily Larkin,7725,Paul Halvorson
2a9e90e1-67fc-4397-be74-9aea28c708a7,Jeffrey McClure,7100,2024-11-17T10:48:03.842Z,2024-09-07T19:23:45.733Z,267.4507782943849,2407,2024-06-03T11:28:47.082Z,Alfred Collins,8431,Ricky Fritsch
2273ca77-03cc-4f8e-82e2-a206eb11f51f,Tracey Carroll,2645,2024-06-16T14:29:24.543Z,2024-07-29T17:23:35.751Z,704.5217363214354,2962,2025-02-28T20:47:32.908Z,Miss Olga Lubowitz,759,Glen Mills
0d69f931-f011-4339-9fc6-3af1030a2c41,Ron Hoppe,9541,2025-02-28T20:26:38.338Z,2025-02-25T02:46:02.122Z,355.1631192234577,8028,2024-05-04T11:32:06.916Z,Mrs. Brenda Baumbach,816,Perry Wisoky
4d069fb5-e3c0-466d-b189-63b8b2064b0a,Hazel Davis,1492,2025-03-13T09:29:56.221Z,2025-02-11T18:59:34.623Z,151.60941296784208,7366,2024-08-29T06:44:59.788Z,Shannon Davis,1152,Michelle Donnelly
d0ff6533-a333-423b-b829-ce6852bef37a,Jessie Toy-Sanford,5892,2025-01-07T03:03:02.288Z,2025-03-20T06:14:44.819Z,392.5171816836321,2222,2024-10-13T06:53:40.436Z,Mildred Schneider,5454,Mr. Marty Dickens
bf09a4fe-1165-4e10-beb2-d0601fb29481,Rosemary Jones,1409,2024-11-01T06:30:38.846Z,2024-12-16T10:13:15.991Z,753.5723368854681,31,2024-04-24T09:57:43.959Z,Roy Kovacek-Brakus,8225,Kara Bins
83264942-c858-4728-b880-23beb834f897,Theresa Beer,7246,2024-04-21T08:46:19.034Z,2024-10-29T13:10:55.239Z,418.8892642887402,2121,2024-09-27T02:45:11.790Z,Todd Hilll,8710,Wanda Dickinson
64ba0526-345d-402f-8a34-9e1d5838a7cb,Willie Towne,7702,2024-09-13T22:21:09.011Z,2024-06-07T10:52:27.095Z,611.3969016687223,4252,2024-12-19T13:07:11.233Z,Mamie Boyer,8595,Mario Buckridge
d5726235-3a16-4540-81ab-2c735a348666,Becky Gleason,6223,2024-06-21T20:13:41.793Z,2024-12-04T07:15:06.167Z,457.8154009962641,1130,2025-03-22T16:31:29.457Z,Vincent Bernhard,624,Miss Erin Blick MD
70fba767-ef5e-4044-9615-84bb1d286dca,Mr. Brad Bergstrom PhD,1734,2024-05-25T10:56:10.879Z,2024-07-09T08:10:49.661Z,255.8541007206356,2412,2024-11-22T00:34:50.867Z,Mr. Clinton Osinski,8986,Margie D'Amore
46de76fb-da96-4257-9edf-19121f298a30,Mary Rippin,4616,2024-12-23T20:25:54.864Z,2024-04-24T11:39:33.965Z,972.3740377318836,8311,2024-10-20T20:02:33.714Z,Shawn Keeling,8758,Ira Leffler-Hermiston
37916c29-3b70-476f-891d-4b0a639914cd,Ismael McLaughlin,5613,2025-03-05T07:39:59.784Z,2025-03-14T09:34:40.936Z,296.7783376673353,4454,2024-05-03T06:54:16.583Z,Randall Larkin,4517,Miss Geneva Gutkowski
2cb7393b-dc18-4bf2-8151-6aedf3c67cc4,Gabriel Reichel,2061,2024-06-05T08:54:05.957Z,2024-09-05T23:57:09.265Z,640.3616660980717,4561,2024-08-03T15:15:45.462Z,Christy Mueller II,3743,Dr. Stacy Cassin
4f4ea3c4-1bee-4c35-a4fb-9982e2555034,Carmen Aufderhar,8877,2024-05-07T15:31:53.478Z,2024-10-25T03:52:02.169Z,879.6693967216975,7099,2024-04-28T06:04:14.968Z,Kristine Hoppe,8824,Michael McGlynn
c017d8f3-84a7-48b6-bc09-14c1fe4fd23e,Carolyn Jast,663,2024-09-20T11:40:04.401Z,2024-10-16T19:36:01.618Z,43.85022463528905,457,2025-01-18T19:52:12.158Z,Gerald Fisher,8549,Robin Gleason
aa2ec46e-331a-475c-8fb6-734b76402b63,Emanuel Auer,1746,2025-01-21T02:36:07.658Z,2024-09-23T04:26:44.896Z,442.5047648785333,9634,2024-11-16T17:18:38.854Z,Willis Berge,3377,Kristen Stracke
cc131dfb-30d7-4ffc-affd-0b034ec410d6,Andrew Nikolaus,299,2024-08-15T09:15:32.752Z,2024-11-11T16:24:32.386Z,706.056457456497,174,2024-11-24T00:02:52.201Z,Aubrey D'Amore,9875,Zachary Beatty
c6e24614-9e99-4501-9707-fac66fc10ed3,Jeremy Schinner,4105,2024-10-09T18:47:43.760Z,2024-05-26T08:43:30.759Z,368.17980668089353,7717,2024-04-16T15:11:45.601Z,Mrs. Hannah Heller,4218,Philip Ruecker
785ea385-59db-469e-97d2-6bff750d2e5a,Todd Koch,9433,2024-10-05T10:51:41.820Z,2024-12-26T16:53:57.697Z,754.5640178724611,6806,2025-03-31T23:51:23.854Z,Miss Violet Frami,8691,Blanca Gleason
ff5d78d5-2275-4d25-9adc-e3b5a25a9bf9,Stephanie Homenick,9100,2025-02-06T03:38:04.749Z,2024-07-14T22:45:25.705Z,238.2598763369862,6715,2024-10-21T17:51:56.508Z,Mr. Rex Bosco,5366,Tara Heller
b9fb8121-fe07-486b-a3ee-0d22424d486e,Sadie Rosenbaum,6971,2025-01-21T11:13:34.525Z,2024-06-30T15:52:34.338Z,479.1197455162881,1401,2024-11-13T15:17:46.865Z,Earnest Schroeder,3640,Casey Abernathy
8aa457c5-425c-4dc1-822c-bec62af41f09,Al Torphy,8685,2024-11-04T11:10:03.175Z,2024-04-17T03:26:11.957Z,613.4748359432909,1328,2024-05-07T16:21:04.801Z,Lynne Franecki,2933,Todd Altenwerth
0a07c32a-44d4-4d2a-b5d4-5824ccb691c3,Beverly Upton,159,2024-07-16T08:57:49.881Z,2025-03-29T03:39:43.808Z,142.2164889261336,4388,2024-11-18T03:41:46.134Z,Victoria Bahringer-Gusikowski,8693,Celia Swaniawski
cc22af81-7881-4a84-a528-6a0072ebad95,Delia Witting,4220,2025-01-13T01:40:36.518Z,2024-11-19T14:04:26.569Z,158.85250581685918,1767,2025-02-10T07:11:48.213Z,Katherine Howe,4839,Carolyn Haag
67c9e2e1-a8e7-4410-9df1-7a7b4bc332fd,Ms. Dianna Gleichner,8052,2025-01-22T23:16:31.832Z,2024-12-25T17:00:41.267Z,865.8089771676297,8689,2024-11-21T15:22:57.936Z,Frankie Heathcote,484,Yvette Schoen
